,name,id,shortName,path,displayName,featureType,coordinates
3447,nw Solwezi General Hospital,raXMUqmC3Jq,Solwezi Gen Hosp,/Ot1P2HjvtvL/q5hODNmn021/OAqKXOIWje0/raXMUqmC3Jq,nw Solwezi General Hospital,NONE,
3448,nw Solwezi Hospital Affiliated Health Centre,jvD5Dg98vnv,Solwezi HAHC,/Ot1P2HjvtvL/q5hODNmn021/OAqKXOIWje0/jvD5Dg98vnv,nw Solwezi Hospital Affiliated Health Centre,NONE,
3449,nw Solwezi Medical Centre,zI5CoQO2qld,Solwezi Med Centre,/Ot1P2HjvtvL/q5hODNmn021/OAqKXOIWje0/zI5CoQO2qld,nw Solwezi Medical Centre,NONE,
3450,nw Solwezi TT College Urban Health Centre,dFeyfIAfW1c,Solwezi TT College UHC,/Ot1P2HjvtvL/q5hODNmn021/OAqKXOIWje0/dFeyfIAfW1c,nw Solwezi TT College Urban Health Centre,POINT,"[26.4104,-12.2079]"
3451,nw Solwezi Urban Health Centre,AN2wnW6xjsT,Solwezi UHC,/Ot1P2HjvtvL/q5hODNmn021/OAqKXOIWje0/AN2wnW6xjsT,nw Solwezi Urban Health Centre,POINT,"[26.399933,-12.1911]"
3452,nw St Dorothy Rural Health Centre,KreT2NQUmQ3,St Dorothy RHC,/Ot1P2HjvtvL/q5hODNmn021/PudjamhkCta/KreT2NQUmQ3,nw St Dorothy Rural Health Centre,POINT,"[27.0667,-12.3422]"
3453,nw St Francis Rural Health Centre,H1dLl6Fd6lf,St Francis RHC nw,/Ot1P2HjvtvL/q5hODNmn021/OAqKXOIWje0/H1dLl6Fd6lf,nw St Francis Rural Health Centre,POINT,"[26.507,-12.4839]"
3454,nw Standium neighborhood Health Zone ,URTv90zVkcJ,Standium NHZ,/Ot1P2HjvtvL/q5hODNmn021/OAqKXOIWje0/vvLh9UYFlyc/URTv90zVkcJ,nw Standium neighborhood Health Zone ,NONE,
3455,nw State Ranch Neighborhood Health Zone,E3EMFw9ahjy,State Ranch NHZ,/Ot1P2HjvtvL/q5hODNmn021/OAqKXOIWje0/Z0q8IHMsdWJ/E3EMFw9ahjy,nw State Ranch Neighborhood Health Zone,NONE,
3456,nw Tom-Ilunga Rural Health Centre,H6uJRLh49Ak,Tom-Ilunga RHC,/Ot1P2HjvtvL/q5hODNmn021/weCNzKLpK2o/H6uJRLh49Ak,nw Tom-Ilunga Rural Health Centre,POINT,"[25.1073,-12.3054]"
3457,nw Trans neighborhood Health Zone ,qPUI3x8S63T,Trans NHZ,/Ot1P2HjvtvL/q5hODNmn021/OAqKXOIWje0/iGbSxfG3qtG/qPUI3x8S63T,nw Trans neighborhood Health Zone ,NONE,
3458,nw Tundula Health Post,hNn8azaBYIf,Tundula HP,/Ot1P2HjvtvL/q5hODNmn021/M5iSsoZlMCg/hNn8azaBYIf,nw Tundula Health Post,NONE,
3459,nw Urban neighborhood Health Zone ,GqiBD70Tdjb, Urban NHC,/Ot1P2HjvtvL/q5hODNmn021/OAqKXOIWje0/AN2wnW6xjsT/GqiBD70Tdjb,nw Urban neighborhood Health Zone ,NONE,
3460,nw Wamafwa Rural Health Centre,vQcQsbuGWWg,Wamafwa RHC,/Ot1P2HjvtvL/q5hODNmn021/M5iSsoZlMCg/vQcQsbuGWWg,nw Wamafwa Rural Health Centre,POINT,"[24.9755,-12.4586]"
3461,nw Weighbridge Urban Health Centre,iGbSxfG3qtG,nw Weighbridge UHC,/Ot1P2HjvtvL/q5hODNmn021/OAqKXOIWje0/iGbSxfG3qtG,nw Weighbridge Urban Health Centre,NONE,
3462,nw Wisdom A Neighborhood Health Zone,Sl9QBSCly3D,Wisdom A NHZ,/Ot1P2HjvtvL/q5hODNmn021/OAqKXOIWje0/MaYQbG5PsX7/Sl9QBSCly3D,nw Wisdom A Neighborhood Health Zone,NONE,
3463,nw Wisdom B Neighborhood Health Zone,xGT7RSPkR6U,Wisdom B NHZ,/Ot1P2HjvtvL/q5hODNmn021/OAqKXOIWje0/MaYQbG5PsX7/xGT7RSPkR6U,nw Wisdom B Neighborhood Health Zone,NONE,
3464,nw Zambezi District,BF2UmDQqcjZ,nw Zambezi District,/Ot1P2HjvtvL/q5hODNmn021/BF2UmDQqcjZ,nw Zambezi District,POLYGON,"[[[[23.0893,-12.9928],[23.5287,-12.9953],[23.5331,-12.9953],[23.5253,-13.0034],[23.5225,-13.0066],[23.5205,-13.0089],[23.5169,-13.0133],[23.5149,-13.016],[23.5111,-13.0204],[23.5063,-13.026],[23.5017,-13.0293],[23.4993,-13.0329],[23.4971,-13.0362],[23.4949,-13.0389],[23.4923,-13.0412],[23.4959,-13.0494],[23.5107,-13.0669],[23.5247,-13.0688],[23.5331,-13.0686],[23.5395,-13.0669],[23.5505,-13.0641],[23.5547,-13.0646],[23.5579,-13.0642],[23.5611,-13.0624],[23.5685,-13.0602],[23.5721,-13.0595],[23.5785,-13.0597],[23.5813,-13.0609],[23.5847,-13.0702],[23.5955,-13.0893],[23.5985,-13.0932],[23.6049,-13.1018],[23.6129,-13.1167],[23.6183,-13.1244],[23.6197,-13.1281],[23.6207,-13.1324],[23.6215,-13.1371],[23.6241,-13.1458],[23.6253,-13.149],[23.6277,-13.1562],[23.6287,-13.1596],[23.6355,-13.1692],[23.6379,-13.1816],[23.6391,-13.1849],[23.6401,-13.19],[23.6419,-13.1958],[23.6423,-13.2015],[23.6441,-13.2077],[23.6439,-13.2143],[23.6437,-13.2179],[23.6473,-13.2251],[23.6503,-13.229],[23.6577,-13.235],[23.6623,-13.2387],[23.6661,-13.242],[23.6685,-13.2442],[23.6771,-13.2514],[23.6813,-13.2558],[23.6849,-13.2607],[23.6873,-13.264],[23.6921,-13.2696],[23.6963,-13.2734],[23.6993,-13.2751],[23.7047,-13.2796],[23.7131,-13.2843],[23.7161,-13.2864],[23.7191,-13.2903],[23.7181,-13.2984],[23.7173,-13.3019],[23.7143,-13.3075],[23.7101,-13.3117],[23.7073,-13.3139],[23.7043,-13.3161],[23.7023,-13.3197],[23.6967,-13.3271],[23.6939,-13.3313],[23.6899,-13.3357],[23.6877,-13.338],[23.6841,-13.3426],[23.6819,-13.3445],[23.6769,-13.347],[23.6715,-13.3514],[23.6677,-13.3615],[23.6671,-13.3653],[23.6649,-13.3728],[23.6639,-13.3789],[23.6639,-13.3846],[23.6633,-13.3894],[23.6631,-13.3927],[23.6619,-13.3996],[23.6617,-13.4043],[23.6613,-13.4084],[23.6617,-13.4143],[23.6621,-13.4189],[23.6635,-13.4258],[23.6645,-13.43],[23.6657,-13.4386],[23.6661,-13.4427],[23.6669,-13.4485],[23.6669,-13.4521],[23.6697,-13.4657],[23.6715,-13.4709],[23.6707,-13.4743],[23.6711,-13.4784],[23.6695,-13.4828],[23.6691,-13.4859],[23.6685,-13.49],[23.6689,-13.4931],[23.6693,-13.4997],[23.6699,-13.503],[23.6713,-13.5072],[23.6727,-13.5133],[23.6731,-13.5182],[23.6735,-13.5212],[23.6733,-13.5254],[23.6741,-13.531],[23.6741,-13.5346],[23.6725,-13.5392],[23.6719,-13.5422],[23.6715,-13.5478],[23.6721,-13.5539],[23.6727,-13.5578],[23.6723,-13.5628],[23.6725,-13.5694],[23.6721,-13.574],[23.6727,-13.5769],[23.6727,-13.5808],[23.6747,-13.5849],[23.6749,-13.588],[23.6747,-13.5957],[23.6753,-13.6004],[23.6763,-13.6051],[23.6779,-13.6111],[23.6803,-13.6156],[23.6811,-13.6217],[23.6817,-13.6299],[23.6823,-13.6366],[23.6829,-13.6418],[23.6813,-13.6476],[23.6793,-13.6531],[23.6779,-13.6562],[23.6755,-13.6601],[23.6743,-13.6629],[23.6733,-13.6706],[23.6737,-13.6753],[23.6749,-13.6828],[23.6739,-13.6875],[23.6771,-13.6958],[23.6783,-13.7024],[23.6803,-13.7082],[23.6811,-13.7118],[23.6827,-13.7185],[23.6829,-13.7226],[23.6829,-13.7262],[23.6821,-13.7353],[23.6815,-13.7386],[23.6817,-13.7419],[23.6819,-13.747],[23.6827,-13.75],[23.6849,-13.7561],[23.6865,-13.7646],[23.6881,-13.7691],[23.6911,-13.7785],[23.6907,-13.7818],[23.6905,-13.7862],[23.6899,-13.7917],[23.6881,-13.7976],[23.6865,-13.802],[23.6819,-13.8092],[23.6793,-13.8125],[23.6787,-13.8169],[23.6797,-13.8211],[23.6779,-13.8268],[23.6747,-13.8305],[23.6695,-13.8321],[23.6649,-13.8327],[23.6617,-13.8338],[23.6573,-13.8368],[23.6539,-13.841],[23.6509,-13.8456],[23.6491,-13.8489],[23.6473,-13.8537],[23.6457,-13.8567],[23.6447,-13.8603],[23.6443,-13.8636],[23.6447,-13.8672],[23.6447,-13.8708],[23.6457,-13.8766],[23.6467,-13.8818],[23.6479,-13.8896],[23.6481,-13.893],[23.6489,-13.8965],[23.6465,-13.9018],[23.6433,-13.906],[23.6423,-13.9101],[23.6419,-13.9142],[23.6409,-13.9179],[23.6377,-13.9222],[23.6345,-13.9264],[23.6331,-13.9305],[23.6291,-13.9331],[23.6237,-13.9383],[23.6215,-13.9408],[23.6193,-13.9447],[23.6197,-13.9493],[23.6191,-13.9538],[23.6165,-13.9576],[23.6145,-13.9619],[23.6103,-13.9684],[23.6087,-13.9714],[23.6067,-13.9759],[23.6061,-13.98],[23.6061,-13.9839],[23.6059,-13.9911],[23.6041,-13.9981],[23.6025,-14.002],[23.6013,-14.0098],[23.6005,-14.0152],[23.5997,-14.0218],[23.5989,-14.026],[23.5977,-14.0312],[23.5971,-14.034],[23.5967,-14.0409],[23.5953,-14.045],[23.5933,-14.0473],[23.5899,-14.0506],[23.5789,-14.0588],[23.5663,-14.0705],[23.5621,-14.0727],[23.5559,-14.0758],[23.5523,-14.0797],[23.5425,-14.0874],[23.5375,-14.0896],[23.5317,-14.0923],[23.5277,-14.0946],[23.5245,-14.0954],[23.5155,-14.0968],[23.5067,-14.0974],[23.4941,-14.0979],[23.4901,-14.0981],[23.4841,-14.0973],[23.4797,-14.0973],[23.4719,-14.0973],[23.4671,-14.0979],[23.4563,-14.1007],[23.4465,-14.1004],[23.4407,-14.102],[23.4375,-14.1025],[23.4345,-14.1034],[23.4265,-14.1076],[23.4229,-14.1114],[23.4195,-14.1148],[23.4181,-14.1178],[23.4157,-14.1209],[23.4131,-14.1253],[23.4059,-14.1311],[23.4035,-14.1354],[23.4015,-14.1391],[23.3985,-14.143],[23.3919,-14.1523],[23.3901,-14.1548],[23.3849,-14.1576],[23.3803,-14.1601],[23.3695,-14.1642],[23.3635,-14.1651],[23.3563,-14.165],[23.3467,-14.1634],[23.3439,-14.1625],[23.3381,-14.1614],[23.3329,-14.1643],[23.3281,-14.1664],[23.3203,-14.164],[23.3165,-14.1629],[23.3127,-14.1642],[23.3093,-14.1715],[23.3047,-14.1863],[23.3015,-14.1913],[23.2985,-14.1924],[23.2955,-14.1919],[23.2875,-14.1883],[23.2799,-14.1852],[23.2701,-14.1861],[23.2623,-14.1867],[23.2559,-14.19],[23.2469,-14.1966],[23.2419,-14.1977],[23.2389,-14.1946],[23.2351,-14.1897],[23.2307,-14.1795],[23.2297,-14.1704],[23.2273,-14.164],[23.2239,-14.1626],[23.2203,-14.1634],[23.2161,-14.1681],[23.2141,-14.1722],[23.2095,-14.1764],[23.2047,-14.1797],[23.1975,-14.1776],[23.1961,-14.1736],[23.1955,-14.1692],[23.1963,-14.1645],[23.1987,-14.1548],[23.1999,-14.1485],[23.2071,-14.1303],[23.2131,-14.125],[23.2217,-14.1183],[23.2311,-14.0984],[23.2439,-14.0733],[23.2501,-14.0569],[23.2505,-14.0456],[23.2501,-14.0401],[23.2471,-14.0326],[23.2435,-14.0263],[23.2335,-14.0124],[23.2267,-14.0072],[23.2175,-14.0042],[23.2051,-14.0124],[23.1847,-14.0282],[23.1727,-14.031],[23.1639,-14.0328],[23.1581,-14.037],[23.1537,-14.0384],[23.1449,-14.0368],[23.1401,-14.0318],[23.1329,-14.0307],[23.1251,-14.0251],[23.1235,-14.0221],[23.0947,-13.992],[23.0501,-14.0024],[23.0397,-14.0046],[23.0265,-14.0078],[23.0205,-14.0077],[23.0073,-14.0055],[23.0025,-14.001],[22.9923,-13.985],[22.9781,-13.9565],[22.9567,-13.9402],[22.9463,-13.9314],[22.9385,-13.9303],[22.9243,-13.9126],[22.9151,-13.9048],[22.8991,-13.9009],[22.8947,-13.8999],[22.8875,-13.8977],[22.8785,-13.888],[22.8589,-13.886],[22.8495,-13.891],[22.8461,-13.894],[22.8353,-13.9007],[22.8283,-13.9057],[22.8179,-13.9132],[22.8073,-13.9234],[22.8045,-13.9248],[22.7983,-13.9262],[22.7939,-13.9256],[22.7907,-13.9255],[22.7855,-13.9259],[22.7787,-13.9261],[22.7723,-13.9264],[22.7679,-13.9267],[22.7637,-13.9278],[22.7535,-13.9259],[22.7505,-13.9336],[22.7455,-13.9612],[22.7431,-13.9701],[22.7355,-13.99],[22.7305,-13.9978],[22.7273,-14.0005],[22.7191,-14.0002],[22.7145,-13.9989],[22.7057,-13.9933],[22.6987,-13.9894],[22.6939,-13.9869],[22.6877,-13.9861],[22.6813,-13.985],[22.6769,-13.9856],[22.6715,-13.9889],[22.6675,-13.9912],[22.6649,-13.99],[22.6633,-13.9867],[22.6621,-13.9782],[22.6591,-13.9754],[22.6559,-13.974],[22.6483,-13.9654],[22.6415,-13.9568],[22.6361,-13.9526],[22.6343,-13.9502],[22.6313,-13.9505],[22.6277,-13.9526],[22.6239,-13.9513],[22.6213,-13.9477],[22.6177,-13.9414],[22.6127,-13.9433],[22.6067,-13.945],[22.6029,-13.9453],[22.6005,-13.9417],[22.5961,-13.9389],[22.5903,-13.9378],[22.5851,-13.9375],[22.5773,-13.9377],[22.5685,-13.9364],[22.5635,-13.9345],[22.5489,-13.9261],[22.5433,-13.9231],[22.5371,-13.9198],[22.5261,-13.9143],[22.5221,-13.9095],[22.5187,-13.9071],[22.5165,-13.9046],[22.5143,-13.9021],[22.5115,-13.9009],[22.5085,-13.8996],[22.5041,-13.8982],[22.5005,-13.896],[22.4973,-13.8935],[22.4941,-13.8916],[22.4911,-13.8894],[22.4869,-13.8871],[22.4833,-13.8849],[22.4799,-13.8841],[22.4709,-13.8813],[22.4671,-13.8803],[22.4601,-13.8786],[22.4537,-13.8774],[22.4481,-13.8764],[22.4415,-13.8724],[22.4373,-13.8692],[22.4357,-13.865],[22.4327,-13.8604],[22.4301,-13.8561],[22.4229,-13.8509],[22.4191,-13.8478],[22.4125,-13.8446],[22.4069,-13.8426],[22.4013,-13.8405],[22.3955,-13.8385],[22.3921,-13.8377],[22.3879,-13.8365],[22.3829,-13.8335],[22.3785,-13.8301],[22.3745,-13.8257],[22.3727,-13.8233],[22.3705,-13.8213],[22.3657,-13.8197],[22.3605,-13.816],[22.3547,-13.8119],[22.3517,-13.8111],[22.3467,-13.8089],[22.3433,-13.8081],[22.3395,-13.8069],[22.3343,-13.8069],[22.3297,-13.8052],[22.3267,-13.8017],[22.3229,-13.7976],[22.3193,-13.7931],[22.3167,-13.7906],[22.3149,-13.7882],[22.3109,-13.7859],[22.3079,-13.7834],[22.3065,-13.7798],[22.3047,-13.7768],[22.3017,-13.7738],[22.2971,-13.7704],[22.2941,-13.7687],[22.2915,-13.7674],[22.2871,-13.7654],[22.2827,-13.7633],[22.2799,-13.7627],[22.2769,-13.7618],[22.2737,-13.7611],[22.2671,-13.7594],[22.2615,-13.7591],[22.2581,-13.7584],[22.2535,-13.7577],[22.2477,-13.7585],[22.2391,-13.7596],[22.2321,-13.7613],[22.2257,-13.7621],[22.2123,-13.7638],[22.2005,-13.7672],[22.1917,-13.7705],[22.1825,-13.7702],[22.1765,-13.7698],[22.1695,-13.7688],[22.1659,-13.768],[22.1621,-13.7657],[22.1581,-13.7641],[22.1533,-13.764],[22.1491,-13.7646],[22.1453,-13.7652],[22.1379,-13.7685],[22.1339,-13.7716],[22.1291,-13.7727],[22.1243,-13.7732],[22.1177,-13.774],[22.1133,-13.7735],[22.1069,-13.7716],[22.1029,-13.7691],[22.0989,-13.7677],[22.0943,-13.7657],[22.0909,-13.7643],[22.0855,-13.7615],[22.0807,-13.7605],[22.0753,-13.7588],[22.0715,-13.7566],[22.0687,-13.7549],[22.0655,-13.7521],[22.0627,-13.7497],[22.0547,-13.7452],[22.0519,-13.7436],[22.0479,-13.7408],[22.0439,-13.7392],[22.0395,-13.7381],[22.0359,-13.7381],[22.0305,-13.7362],[22.0259,-13.7354],[22.0205,-13.7342],[22.0157,-13.7331],[22.0105,-13.732],[22.0071,-13.7317],[21.9917,-13.7279],[21.9923,-13.6861],[21.9955,-13.4726],[21.9957,-13.4639],[22.0037,-13.4676],[22.0117,-13.4744],[22.0227,-13.4847],[22.0323,-13.4909],[22.0441,-13.4969],[22.0475,-13.4992],[22.0529,-13.5022],[22.0577,-13.5045],[22.0615,-13.5067],[22.0657,-13.5084],[22.0709,-13.5098],[22.0747,-13.5114],[22.0779,-13.5129],[22.0813,-13.5144],[22.0869,-13.5158],[22.0929,-13.5163],[22.0987,-13.5194],[22.1019,-13.52],[22.1071,-13.5194],[22.1127,-13.5213],[22.1169,-13.5252],[22.1221,-13.5274],[22.1269,-13.5287],[22.1325,-13.5305],[22.1399,-13.5345],[22.1463,-13.5402],[22.1585,-13.5423],[22.1631,-13.5505],[22.1665,-13.5508],[22.1719,-13.5492],[22.1789,-13.5505],[22.1835,-13.5543],[22.1863,-13.5586],[22.1901,-13.5656],[22.1949,-13.5729],[22.2005,-13.5794],[22.2065,-13.5885],[22.2115,-13.5956],[22.2155,-13.6015],[22.2231,-13.6007],[22.2371,-13.6086],[22.2433,-13.6096],[22.2519,-13.6106],[22.2599,-13.6134],[22.2743,-13.6183],[22.2813,-13.6224],[22.3987,-13.4591],[22.3803,-13.4005],[22.7591,-13.2281],[22.7775,-13.2405],[22.8545,-13.3575],[22.9685,-13.2959],[22.9685,-13.2867],[22.9469,-13.2804],[22.9377,-13.2743],[22.9283,-13.2651],[22.9407,-13.2434],[22.9377,-13.2312],[22.8945,-13.2157],[22.8299,-13.1819],[22.8237,-13.1726],[22.8329,-13.1512],[22.8885,-13.0926],[22.9283,-13.0525],[22.9593,-13.0525],[22.9899,-13.0525],[23.0053,-13.034],[23.0209,-13.0249],[23.0547,-13.0187],[23.0893,-12.9928]]]]"
3465,nw Zambezi District Hospital,IO5dKvd0Jdl,Zambezi Dist Hosp,/Ot1P2HjvtvL/q5hODNmn021/BF2UmDQqcjZ/IO5dKvd0Jdl,nw Zambezi District Hospital,POINT,"[23.1064,-13.5373]"
3466,nw Zambezi District Hospital Affiliated Health Centre,BIm6Hyh8YH6,Zambezi District HAHC,/Ot1P2HjvtvL/q5hODNmn021/BF2UmDQqcjZ/BIm6Hyh8YH6,nw Zambezi District Hospital Affiliated Health Centre,POINT,"[23.2122,-13.8346]"
3467,nw Zambia Army Clinic,bciwKH5w85F,Zambia Army Clinic,/Ot1P2HjvtvL/q5hODNmn021/OAqKXOIWje0/bciwKH5w85F,nw Zambia Army Clinic,NONE,
3468,nw Zambia Compound Urban Health Centre,AHoTlcGmxoM,Zambia Compound UHC,/Ot1P2HjvtvL/q5hODNmn021/OAqKXOIWje0/AHoTlcGmxoM,nw Zambia Compound Urban Health Centre,NONE,
3469,nw Zambia neighborhood Health Zone ,lIhG1VeCvrb,Zambia NHZ,/Ot1P2HjvtvL/q5hODNmn021/OAqKXOIWje0/AHoTlcGmxoM/lIhG1VeCvrb,nw Zambia neighborhood Health Zone ,NONE,
3470,nw Zangamenu neighborhood Health Zone ,FKlPUboHhDU,Zangamenu NHZ,/Ot1P2HjvtvL/q5hODNmn021/OAqKXOIWje0/vvLh9UYFlyc/FKlPUboHhDU,nw Zangamenu neighborhood Health Zone ,NONE,
3471,nw Zangamenu neighborhood Health Zone ,ROH4hpFSHVS,NHC,/Ot1P2HjvtvL/q5hODNmn021/OAqKXOIWje0/vvLh9UYFlyc/ROH4hpFSHVS,nw Zangamenu neighborhood Health Zone ,NONE,
3472,nw Zangamenu Urban Health Centre,vvLh9UYFlyc,Zangamenu UHC,/Ot1P2HjvtvL/q5hODNmn021/OAqKXOIWje0/vvLh9UYFlyc,nw Zangamenu Urban Health Centre,NONE,
3473,so Airport Urban Health Centre,Ui7NujJNkqU,Airport UHC so,/Ot1P2HjvtvL/oPLMrarKeEY/DM5Sjew7MCn/Ui7NujJNkqU,so Airport Urban Health Centre,POINT,"[25.8131,-17.8364]"
3474,so Army School of Ordinance Clinic,BShuHi9MWfq,Army School of Ordinance Clinic,/Ot1P2HjvtvL/oPLMrarKeEY/DM5Sjew7MCn/BShuHi9MWfq,so Army School of Ordinance Clinic,NONE,
3475,so Baambwe Rural Health Centre,H0mgs8eV66k,Baambwe RHC,/Ot1P2HjvtvL/oPLMrarKeEY/Xuov31JWDss/H0mgs8eV66k,so Baambwe Rural Health Centre,POINT,"[26.5180,-15.7765]"
3476,so Banakaila Rural Health Centre,CkjL0dMANJ2,Banakaila RHC,/Ot1P2HjvtvL/oPLMrarKeEY/NRs3xBI4qF6/CkjL0dMANJ2,so Banakaila Rural Health Centre,POINT,"[27.3168,-15.9668]"
3477,so Batoka Rural Health Centre,Oaz5EyGBe3H,Batoka RHC,/Ot1P2HjvtvL/oPLMrarKeEY/XGrRE6z2k1p/Oaz5EyGBe3H,so Batoka Rural Health Centre,POINT,"[27.2503,-16.7679]"
3478,so Bbilili Rural Health Centre,XCNLPmjzY70,Bbilili RHC,/Ot1P2HjvtvL/oPLMrarKeEY/MwFm7Ir4vzI/XCNLPmjzY70,so Bbilili Rural Health Centre,POINT,"[26.2338,-16.7429]"
3479,so Bbombo Health Post,NHSSS1Po8cS,so Bbombo HP,/Ot1P2HjvtvL/oPLMrarKeEY/NRs3xBI4qF6/NHSSS1Po8cS,so Bbombo Health Post,NONE,
3480,so Bbondo Rural Health Centre,HKAnWHgqq0S,Bbondo RHC,/Ot1P2HjvtvL/oPLMrarKeEY/TKOOF8cvLah/HKAnWHgqq0S,so Bbondo Rural Health Centre,POINT,"[27.9867,-16.4916]"
3481,so Bbwantu Health Post,qX5aOxMhPfN,so Bbwantu Health Post,/Ot1P2HjvtvL/oPLMrarKeEY/NRs3xBI4qF6/qX5aOxMhPfN,so Bbwantu Health Post,NONE,
3482,so Boma Urban Health Centre,K8JM5OWzhSM,Boma UHC,/Ot1P2HjvtvL/oPLMrarKeEY/DM5Sjew7MCn/K8JM5OWzhSM,so Boma Urban Health Centre,POINT,"[25.8506,-17.8444]"
3483,so Buleyamalima Rural Health Centre,tCSvWkxo2BZ,Buleyamalima RHC,/Ot1P2HjvtvL/oPLMrarKeEY/v5q6MnxfJHT/tCSvWkxo2BZ,so Buleyamalima Rural Health Centre,POINT,"[27.5335,-17.1171]"
3484,so Bulyambeba Rural Health Centre,bPqvMVRyOVL,Bulyambeba RHC,/Ot1P2HjvtvL/oPLMrarKeEY/MwFm7Ir4vzI/bPqvMVRyOVL,so Bulyambeba Rural Health Centre,NONE,
3485,so Bweengwa Rural Health Centre,s4qbbnaVnjE,Bweengwa RHC,/Ot1P2HjvtvL/oPLMrarKeEY/NRs3xBI4qF6/s4qbbnaVnjE,so Bweengwa Rural Health Centre,POINT,"[27.1253,-16.0842]"
3486,so Chaanga Rural Health Centre,CQz16HKSeO0,Chaanga RHC,/Ot1P2HjvtvL/oPLMrarKeEY/Q9ewrtYhNOv/CQz16HKSeO0,so Chaanga Rural Health Centre,POINT,"[28.401,-16.2676]"
3487,so Chabbobboma Rural Health Centre,QX3qyTKTUXY,Chabbobboma RHC,/Ot1P2HjvtvL/oPLMrarKeEY/TKOOF8cvLah/QX3qyTKTUXY,so Chabbobboma Rural Health Centre,POINT,"[27.8338,-16.7698]"
3488,so Chalimbana Health Post,tc2yVCdgfss,Chalimbana HP,/Ot1P2HjvtvL/oPLMrarKeEY/k3q47RyPfIf/tc2yVCdgfss,so Chalimbana Health Post,NONE,
3489,so Chalimongela Health Post,MskIK9Z7Gwy,so Chalimongela Health Post,/Ot1P2HjvtvL/oPLMrarKeEY/h1YXoH8lV3A/MskIK9Z7Gwy,so Chalimongela Health Post,NONE,
3490,so Chalokwa Health Post,hrIAthv5TI8,so Chalokwa HP,/Ot1P2HjvtvL/oPLMrarKeEY/Q9ewrtYhNOv/hrIAthv5TI8,so Chalokwa Health Post,NONE,
3491,so Charles Lwangwa Rural Health Centre,LEUc0Guuz7r,Charles Lwangwa RHC,/Ot1P2HjvtvL/oPLMrarKeEY/NRs3xBI4qF6/LEUc0Guuz7r,so Charles Lwangwa Rural Health Centre,POINT,"[27.5528,-16.4207]"
3492,so Cheeba Rural Health Centre,XkPEetejKyJ,Cheeba RHC,/Ot1P2HjvtvL/oPLMrarKeEY/grvG4PUGBwQ/XkPEetejKyJ,so Cheeba Rural Health Centre,POINT,"[28.3404,-15.7865]"
3493,so Chibote Health Post,swWh0Ji8l7q,Chibote HP,/Ot1P2HjvtvL/oPLMrarKeEY/k3q47RyPfIf/swWh0Ji8l7q,so Chibote Health Post,POINT,"[27.82243,-15.9383]"
3494,so Chibozu Health Post,XyWsKmjzkFR,so Chibozu HP,/Ot1P2HjvtvL/oPLMrarKeEY/NRs3xBI4qF6/XyWsKmjzkFR,so Chibozu Health Post,NONE,
3495,so Chifusa Rural Health Centre,DFPaPivCZrn,Chifusa RHC,/Ot1P2HjvtvL/oPLMrarKeEY/MwFm7Ir4vzI/DFPaPivCZrn,so Chifusa Rural Health Centre,POINT,"[26.769,-16.6597]"
3496,so Chiidi Health Post,AbtMttNEjDl,so Chiidi Health Post,/Ot1P2HjvtvL/oPLMrarKeEY/h1YXoH8lV3A/AbtMttNEjDl,so Chiidi Health Post,NONE,
3497,so Chikani Health Post,A57eyG0hRoW,Chikani HP,/Ot1P2HjvtvL/oPLMrarKeEY/grvG4PUGBwQ/A57eyG0hRoW,so Chikani Health Post,NONE,
